Country_Code,BR Code,Period,Client,risk_rating,Self_exclude_flag,Variable_21_Y0,Variable_1_Y1,Variable_9_Y0,Variable_2_Y0,Variable_13_Y1,Variable_14_Y0,Variable_27_Y1,Variable_22_Y0,Variable_12_Y0,Variable_22_Y1,Variable_25_Y0,Variable_30_Y0,Variable_30_Y1,Variable_3_Y0,Variable_19_Y0
1,5,2017Q4,463,9,0,582335.9627,613901.302,612928.6258,610746.6379,601770.5949,612387.878,625136.7616,596907.2098,607604.6851,587586.8538,595350.48,584669.7142,627194.8926,595254.3646,585318.8224
1,5,2016Q4,463,8,1,619442.3346,602587.6843,621011.4304,618043.1964,600882.9909,610303.5932,582595.7208,607593.5064,578532.2828,575430.0014,597864.6431,571663.2415,598091.7974,575372.1439,614924.1118
1,5,2015Q2,463,8,1,571584.6533,593122.276,612267.3219,590487.8154,597269.7482,573451.7956,596731.645,619911.3488,609476.1816,588026.2039,586571.1486,590264.2248,570796.8723,624255.2647,582732.34
1,5,2015Q2,463,7,1,583420.3242,579779.3846,589804.5696,628314.6097,604042.6284,583224.2497,589774.8685,622223.0354,612355.438,603900.8978,595894.7471,603903.9602,589548.7622,578869.3551,595593.8843
0,18,2019Q1,465,9,0,622490.6272,620591.8611,587616.2769,613472.8791,598437.1755,626793.1716,588821.4318,613062.7365,580876.7319,583808.5872,617169.5909,576620.8299,597556.7472,596783.3912,629413.8103
0,18,2018Q2,465,10,0,606820.6933,594440.7605,581292.4288,595671.1601,594956.5756,627496.4541,577029.0251,610104.4611,582464.5442,575440.8508,586869.7512,611301.3045,608597.333,614656.3625,616989.3225
0,18,2017Q2,465,10,0,570620.9086,612463.4289,573331.6212,618891.8574,612480.1272,598875.7728,605467.1736,568502.6406,605458.9974,589292.2131,617779.5373,581791.3034,588113.3178,606822.0913,625472.9272
0,18,2016Q1,465,8,1,599551.7482,609958.212,629481.1921,605972.9478,581500.9265,601086.2063,605062.168,571208.5079,572111.891,596382.3368,621674.4037,627709.5997,584157.7102,571649.8818,593921.7827
0,18,2014Q4,465,8,1,606632.9422,620481.8368,608469.3943,640031.3838,585398.8974,615580.623,612353.2653,614208.283,585457.6464,590327.6613,577716.948,607183.1963,585858.0685,572280.487,632089.9485
0,0,2018Q2,467,9,0,604264.831,585153.3991,626763.5492,586020.4227,581542.9741,586860.798,607774.4202,608575.7122,585610.5886,576863.8287,608195.127,569503.0915,602984.171,621391.8866,606448.4901
0,0,2017Q1,467,7,1,569277.4849,570230.8085,575890.4991,591230.756,627726.4715,626274.644,627056.7982,620298.8125,594309.4149,608479.445,597578.4277,570370.5405,612879.3467,628695.5447,608087.7881
0,0,2016Q2,467,7,1,580732.7463,603351.5232,617018.6172,628792.0883,580755.0352,612495.3449,583489.249,621205.634,623814.755,608114.193,586496.3493,578328.601,601435.0384,580118.4206,593679.347
0,0,2015Q3,467,8,1,611749.1058,602977.2771,610929.4267,592713.9476,605592.5938,621808.3407,595984.9585,606259.8099,614985.1243,610191.4788,625819.3727,597977.8058,615004.7553,585617.733,629695.7871
0,0,2015Q3,467,8,1,605388.3758,603128.5594,599190.3197,627154.7112,616736.8394,579233.3935,603929.0428,580643.8444,571245.6088,601476.9737,582274.191,576434.671,576347.847,581415.222,575184.2935
1,5,2018Q2,469,5,1,598910.024,575364.5305,602217.3984,635003.6021,593491.355,597660.8273,606949.2659,574935.1408,605029.971,615047.9516,621784.4437,582632.4221,599259.3201,585369.6396,588689.8524
1,5,2017Q2,469,6,1,613795.6506,601643.0752,614101.2506,622552.4324,599915.5977,598589.9131,575143.0408,582802.5695,605361.4734,626893.9319,569338.809,615744.781,617486.1359,595815.8511,579926.4667
1,5,2016Q2,469,7,1,604283.4627,570301.5977,581452.1997,617019.3404,611350.5592,598829.5706,571340.3799,575044.0263,577368.0471,601158.0964,591376.4869,590073.5813,603926.8002,636142.6564,621882.4281
1,5,2015Q3,469,7,1,574990.5321,590736.9995,616346.2203,609929.4991,583303.7767,607576.8712,590926.2966,599321.095,626310.0081,587057.4933,597760.3659,614164.8911,628687.6097,633337.407,582604.4413
1,5,2018Q4,470,5,1,586303.6958,573154.6525,582400.8708,624713.1036,586781.7802,591140.2455,617584.1556,573162.1893,588282.1605,623075.8647,608069.9444,604231.2706,628372.4355,626152.5666,592837.2932
1,5,2017Q4,470,5,1,627937.1053,616889.5409,615310.2933,582743.3092,584312.2799,571208.5127,583518.9419,589657.716,621949.6257,626222.1808,624066.5464,577741.9067,606815.4468,578026.1084,576234.7159
1,5,2016Q4,470,6,1,589493.3748,589922.7975,624940.1006,614687.6307,587478.7835,576600.7555,588121.5322,581706.3793,574791.3174,615756.3071,570251.2215,617033.439,617981.8265,596744.702,596615.9747
1,5,2015Q4,470,6,1,603261.3707,577836.9471,599041.8414,583930.5999,576681.8518,583657.9573,623080.5338,590211.2656,608746.5852,592778.9525,609046.075,623973.8348,578857.2067,599233.4326,605412.6483
0,0,2015Q2,471,10,0,601494.6126,612135.5552,591265.4523,592200.679,611589.4366,610386.0918,619917.7209,573729.5337,601048.1543,595160.2477,607147.4903,600735.5688,620044.1021,607402.9341,580553.7402
0,19,2015Q1,472,7,1,600693.4299,615758.3052,621633.7088,613086.1914,606283.0258,582414.1266,598327.3225,580133.9391,617444.512,569364.2649,587517.8514,574394.3982,604952.66,571174.9694,627130.7258
0,19,2015Q1,473,7,1,624951.7279,598214.8261,576166.1833,626767.5498,570033.385,602293.5657,599728.5219,618868.9488,619333.4121,576642.296,596343.0963,592344.9714,603998.8541,574493.8022,591278.0649
0,3,2019Q3,474,5,1,571056.99,611310.8982,604570.7366,582928.0751,592673.5322,573177.5769,626255.5662,584134.882,568921.7217,623468.4307,600881.2616,578845.5327,582598.1717,571340.3173,605463.0794
0,3,2018Q3,474,6,1,628112.3805,575839.2688,580086.8299,614794.3195,620941.5607,623672.1184,626338.6829,588644.7914,572361.7315,574385.5242,581194.104,613628.2262,606373.4026,597539.9338,588479.2896
0,4,2020Q1,476,7,1,591220.3263,619429.8081,581949.6987,721857.0655,624101.5287,620224.4103,595274.2149,605385.0342,603847.561,599993.127,572001.335,584333.3201,620312.5675,613206.3255,620886.3752
0,4,2020Q1,476,8,1,576622.5554,611762.2437,611493.8828,661323.4446,627813.7206,618472.7468,598733.5495,600145.1162,625281.06,573706.0554,625560.3765,597393.0027,598853.5488,631633.3551,622723.7221
1,5,2018Q1,477,7,1,616461.9736,579966.4756,630356.8487,604982.8197,618637.7299,592453.3308,610805.9881,628710.1864,575346.5027,596056.5324,594187.0706,621008.6206,619955.2549,616890.583,587650.1997
1,5,2017Q1,477,7,1,590057.8621,624505.3566,597725.1415,576787.0,584184.8595,609300.3784,591082.9764,580516.9242,603292.3162,598839.0933,615929.3542,609648.3203,613407.9438,626687.0891,598816.2663
1,5,2015Q1,477,7,1,575483.9452,597196.8117,596309.9433,624522.6865,596438.6339,575213.0312,627392.8202,588482.1057,580409.3257,616558.7389,588964.1261,601718.8417,626371.9291,634771.9734,625806.0631
1,5,2015Q1,477,6,1,578264.1277,601138.6202,580991.3886,634231.4726,582386.1644,607005.0182,595995.2837,599993.9236,625452.8456,598522.4424,597122.1294,568835.8745,602100.567,627242.7997,600999.907
1,5,2017Q3,479,7,1,581032.8679,595451.2562,609838.7296,587816.0217,620741.7774,571968.6854,596050.9126,570467.7225,608160.1515,622512.6496,599014.1992,624068.7307,612742.8311,614874.8537,598452.7623
1,5,2016Q2,480,8,1,609642.2891,617762.3633,603512.4473,576479.6372,573847.1744,596525.2985,599921.2759,615657.1182,597234.298,572484.2827,572822.4941,603565.8636,574197.1301,618587.1889,608971.0522
0,12,2019Q2,482,6,1,610187.4284,577933.7114,598413.4926,623790.0234,614159.9865,579946.2851,605395.7626,597569.2253,572428.4856,592756.6669,607845.9303,624869.1408,625933.4182,579615.9519,577662.0316
0,12,2018Q2,482,6,1,578904.9591,596668.6187,605881.2346,581846.9107,569263.9756,570983.6062,575072.5027,581056.892,624566.9236,627443.4705,622043.288,602469.7399,617123.2625,628341.1154,599050.6961
0,12,2017Q1,482,6,1,588535.9447,614597.2006,610426.7427,600729.2363,606134.7339,609890.9526,574950.7841,602252.4164,619395.4154,599074.6222,612027.466,623405.2529,626777.2042,580945.4293,589060.4833
0,12,2016Q2,482,4,1,615700.4854,598212.7578,613295.7881,606124.996,579942.8581,592282.5741,624608.4006,594945.3998,625421.7325,612348.7894,598416.7337,628613.0465,597665.7488,605378.9135,582899.3422
0,12,2015Q2,482,4,1,571786.7689,600475.5334,601982.5821,623104.1291,589900.4965,619945.4809,615613.4089,628351.857,574807.4527,596119.0711,628416.1132,613585.6182,576834.2994,618033.1069,584392.9555
1,5,2015Q4,484,11,0,599520.5819,596512.2692,570897.4272,605782.0161,576067.2317,570786.3329,602328.1481,591566.5231,625344.9807,570559.7127,582026.3962,610270.5191,601135.9446,616519.4787,596721.3825
1,5,2015Q3,484,6,1,606805.3044,577591.7829,611843.4328,600119.3794,582619.2176,596274.3484,582850.6454,579509.4866,583741.1947,588694.3877,584450.35,570612.9478,616779.8853,581083.6332,611950.0
0,13,2018Q2,486,7,1,600944.5935,611268.0462,586889.0281,628564.6405,568954.1359,569389.098,594467.4391,616367.8375,615385.9496,572248.7844,575882.9245,606925.2483,583109.0874,617146.6262,595327.1694
0,13,2017Q3,486,9,0,604311.6073,624981.0797,585782.0241,588916.2968,613006.394,603043.2675,631745.0409,621281.7962,618416.9774,611086.6522,628395.5485,571661.5782,586165.0131,573668.5763,608097.1716
0,13,2016Q3,486,8,1,579120.5021,588385.1912,618889.4224,576194.5898,614706.1841,581681.7363,613998.2533,628157.6416,591331.8062,607589.4953,575599.8598,611885.7149,573394.5966,631198.0145,609852.2198
0,4,2015Q3,488,5,1,620662.422,579472.0666,590103.3744,576875.2075,583318.8934,590255.335,590909.1638,576818.367,596811.7076,598991.3574,613226.573,624950.8273,599403.8651,615975.4339,596717.6057
0,24,2019Q4,489,7,1,616824.6139,626244.8942,628222.9784,576339.1585,600291.9037,610448.0033,622653.0801,581299.3243,573329.5354,582503.7871,584063.5124,595516.9007,609423.3725,614623.8571,584852.7247
0,24,2017Q4,489,7,1,586071.4458,604703.9594,587509.1464,599075.8933,607501.3893,576704.7201,603775.011,613889.4179,625862.3397,577231.7998,577149.1101,599405.925,605863.3187,575236.2941,616326.3468
0,24,2016Q4,489,6,1,612177.2627,617917.1502,627231.8246,630404.5745,594587.4146,570197.9129,620802.963,593286.3909,587190.4348,627994.5175,613429.6132,621448.9981,616235.2978,572189.7614,580527.6747
0,24,2015Q4,489,5,1,627964.8889,623478.4595,625213.3274,623487.9258,617301.9482,604923.154,579116.7787,581219.0419,611266.5092,615887.9487,603700.8286,615018.6251,588517.954,601295.6074,585227.4235
0,14,2015Q2,490,13,0,599023.5758,611406.081,579246.3739,595295.2518,590137.0441,580882.8366,612243.6128,570451.36,602945.093,626594.5409,567793.7042,572260.0685,602658.7262,613993.9764,603881.4682
0,8,2015Q3,492,6,1,623594.8004,580681.4637,617731.9837,620684.7037,581340.7118,601681.6582,598846.5032,611383.1916,593276.6055,613636.4376,613643.6955,595172.9644,623514.4442,594480.2144,597502.52
0,8,2015Q3,493,6,1,601463.9788,593723.3377,585198.1549,630277.5988,604624.8214,599032.9201,622069.5145,583586.064,623402.1384,606813.2268,576383.88,585200.1479,612560.7074,622030.4536,605071.73
0,19,2019Q4,497,5,1,598111.3578,610364.1069,630410.8912,618008.9254,585606.1448,609384.1896,573901.7548,619191.5214,595071.2863,599392.3737,613738.7955,585559.8751,591252.84,578529.6131,625253.2214
0,19,2017Q3,497,5,1,571597.1983,597909.3668,611285.6225,590715.1455,580490.9126,585174.3637,590895.8284,628237.6815,595189.9851,585489.3348,614646.4726,625145.0179,585714.2404,596197.1339,608055.0769
0,19,2015Q3,497,5,1,592296.0911,585224.6519,606256.5831,612542.637,576492.2316,599246.871,608971.2265,611507.8679,594373.617,577260.7844,583059.3631,605826.7322,603466.8618,612232.1656,576915.3774
0,12,2019Q1,498,4,1,622492.5632,573331.6203,601973.5627,610656.5402,572027.0021,610315.0238,620666.1144,585298.8823,577006.3691,617486.5968,571041.081,569888.8799,606146.9732,619172.5812,586046.0481
0,12,2017Q3,498,4,1,574749.9291,622591.2647,571429.0348,601378.5242,575648.2204,615443.3257,624147.0031,574324.6015,578609.339,602230.579,603637.817,599302.5281,585528.7582,632804.7797,584590.3179
0,12,2017Q1,498,4,1,585673.5744,576177.8975,591182.7737,612517.8682,572919.0492,629677.5004,591408.7582,584251.19,625503.2331,620488.4958,598861.8342,592856.0807,590597.996,613687.2098,609727.6333
0,12,2016Q4,498,4,1,573479.9688,590353.0592,628427.7623,583589.6263,622301.3773,617258.7786,619991.12,574490.6462,582097.1726,611791.3387,613009.2425,574284.3807,595201.28,595670.4266,603183.3117
0,12,2015Q4,498,5,1,596473.9617,621460.8715,599581.386,634057.2179,601633.3441,589919.9214,603841.4287,608936.8348,584826.9018,600750.8254,594573.5878,611386.4476,582311.1042,576746.1593,587485.4692
0,51,2018Q2,499,7,1,595803.9693,583394.2003,578436.6933,586497.7341,592333.7999,609221.3221,611028.2673,597527.6267,584971.0729,605171.3551,581512.6196,589289.1165,629633.8221,585593.0101,619752.509
0,51,2016Q2,499,5,1,590564.4644,571172.281,621700.6961,589230.5142,622602.6925,616105.0673,574196.1032,584586.946,604221.2937,591284.9451,617146.1116,609486.4599,614075.4413,591863.1205,603584.2204
0,51,2015Q2,499,5,1,600145.7681,620890.4482,615047.2829,587106.9598,623510.7626,595556.953,609701.9231,577371.0545,612693.0226,569546.8606,612889.7361,574788.5791,622276.49,598041.3568,620659.475
0,11,2015Q4,500,7,1,582475.831,572404.2955,578243.6478,601245.6726,569140.9033,594308.71,625437.2102,584646.7594,612846.181,621536.4376,623266.1305,596872.0518,576967.3878,623168.5986,604882.0029
0,11,2015Q2,500,6,1,617981.328,625713.4809,579502.9489,635391.8997,612670.8346,614776.937,624737.5852,602500.7905,594007.3979,590778.5406,590906.7277,628952.8197,579787.7389,599442.33,622341.7516
1,5,2018Q4,502,5,1,571722.663,595653.564,610639.1672,599875.4976,580380.1677,575231.5861,586257.5904,617681.2458,603280.8914,585334.2786,578584.2704,586770.3432,585266.4681,582942.098,570123.3341
0,16,2017Q2,504,4,1,571535.2418,612839.8208,614796.9992,600073.8644,624862.2338,577792.1906,587277.8277,610623.2978,576311.3305,587048.6485,612759.6188,591242.5498,606584.4123,580619.8944,628226.9447
1,5,2015Q2,505,3,1,570309.6122,616088.2749,587657.8668,614388.8741,587412.6641,628304.534,602085.129,623502.6207,627860.8839,580667.9999,590996.894,618848.597,595412.4505,575326.7613,603706.6742
0,12,2018Q2,506,4,1,594695.8282,575872.3395,613850.3722,631396.1176,578774.8043,609780.7588,605684.3107,587705.2717,612171.4112,575674.1128,590332.7976,598404.8067,603110.6321,587298.4782,629336.0945
0,12,2017Q4,506,4,1,616374.7275,620577.8513,574586.5346,626300.7681,581062.1223,575709.3936,628693.7476,621096.4699,616781.8966,605236.1144,621019.9661,575113.9773,585769.8538,615044.1593,591485.2553
0,12,2017Q1,506,4,1,626271.9604,620715.0192,619126.2356,600042.2727,587343.661,597389.0861,584903.0854,613243.2181,589185.926,621622.0458,603746.3814,584100.0076,568729.3551,571288.9347,598493.9593
0,12,2015Q2,506,5,1,592923.7601,606327.1113,575053.7946,622535.0027,574026.9572,606358.7233,577428.9557,604767.7564,602090.6465,590370.0894,590776.8158,606762.864,602669.9118,627440.5307,587603.6631
0,0,2019Q3,508,5,1,590354.0663,604283.9649,581381.0432,583656.8074,627171.5296,587289.1937,581603.4192,574113.1,625145.2293,621379.5473,615678.6727,624581.2646,578981.684,609224.4953,572477.8542
0,0,2018Q4,508,6,1,575830.8731,591337.0889,598454.924,573537.5269,612648.3988,588601.5274,592354.0612,586258.2093,602231.354,619014.6039,594122.2823,627093.9571,627361.936,577015.7974,605281.4508
0,0,2017Q3,508,6,1,588106.8722,592213.8808,576564.3095,580828.0307,589714.7643,607696.6004,587187.1428,575509.207,595234.8929,611726.1509,601371.0956,569902.6216,573650.0107,587535.3078,617099.9376
0,0,2016Q3,508,7,1,579104.3372,594629.2559,609374.1504,578430.4857,587564.2109,599433.0033,624747.4856,585857.5181,574044.8172,623079.6905,602098.5327,599855.8865,581061.326,604885.9808,619625.4089
0,0,2015Q3,508,7,1,589920.0668,576800.0118,590604.8522,624060.9318,611300.1713,627053.8418,593269.4763,605497.2746,599839.4588,602229.7119,617282.4835,570845.4014,579549.4518,626029.4096,597289.8392
0,18,2019Q1,511,8,1,599202.471,618835.3662,593642.8035,585352.5369,617200.8734,591131.5873,594033.9366,622243.334,594217.6197,577626.8265,578289.9697,577462.6261,615159.4051,618184.5431,617504.0743
0,18,2017Q3,511,8,1,619667.0638,621509.2924,621216.5106,585682.8471,625071.0141,623963.5517,572745.3744,596597.7912,569078.5174,595706.118,582548.1158,595800.2282,595948.8917,625026.006,630396.513
0,18,2016Q4,511,8,1,570356.559,596927.4543,594555.6198,611934.832,574958.4831,602149.0223,627609.5435,572917.0746,607222.3758,598101.1809,577809.6851,601821.4629,587074.5673,587859.6778,576210.2014
0,18,2016Q3,511,8,1,579111.6512,592836.7828,594802.926,612888.923,612583.5645,589489.1322,624946.458,580921.5071,612892.6493,628805.1442,597550.0212,568725.9827,578919.5211,597863.328,586657.0455
0,18,2016Q2,511,7,1,602641.5149,572157.9934,607665.9279,631104.6861,588337.3838,578128.2433,612475.8953,609035.2828,574326.7773,603597.798,573410.6488,628198.8206,593060.8153,611068.9559,602584.0645
0,18,2015Q1,511,6,1,617210.2339,589381.5432,611481.3132,607663.2247,611537.1633,611088.2459,592385.3457,573138.8663,595760.8528,617464.7234,607286.7205,584767.5714,627392.5165,601456.5654,626634.1224
1,5,2017Q3,512,6,1,595353.1304,601082.2072,570630.8881,614988.0472,626792.2609,600750.6733,584292.2018,603588.253,617659.0277,612764.5485,626614.1611,580804.2745,575886.3416,608850.0523,604497.6191
1,5,2016Q3,512,6,1,604756.9277,605611.704,603771.5511,584335.8214,576645.1025,599481.6984,616278.0759,589877.2517,578458.6242,584395.4325,619580.7575,591598.5541,583082.0429,596806.6114,585040.3052
0,12,2020Q1,513,5,1,572056.346,616298.8934,596490.2219,633977.317,621827.1058,616610.9736,603220.2917,610834.6661,582792.0959,588909.8293,594227.5163,595779.5924,590154.2319,600984.224,614576.3107
0,12,2019Q1,513,6,1,626606.9515,595381.6582,616253.1332,588139.2112,583921.9447,606311.1792,612329.3765,593193.8514,622377.9409,611912.3599,609989.482,570224.1132,572864.8438,601757.6449,623671.8991
0,12,2018Q1,513,6,1,573253.0628,583702.1232,621674.8911,597286.9026,587480.7044,574851.1701,573920.3847,622597.5366,596388.3278,627499.1006,583612.2088,621364.4633,606224.8673,581377.9535,602468.6086
0,12,2017Q4,513,6,1,584127.1733,622302.2636,588486.5966,595790.2278,600007.6911,592712.5255,589771.9707,624459.4029,613877.3772,617045.6734,572854.7956,584415.1528,607410.5286,595247.6801,602959.9324
0,12,2017Q1,513,6,1,598984.6675,616431.7613,590919.0262,595895.2744,572144.3359,623542.5758,587793.4912,570116.603,585352.1135,572289.6246,617707.3409,597575.8582,602286.5138,576831.2378,610414.9751
0,12,2015Q4,513,7,1,626082.4046,594842.2696,579127.3084,616368.8792,585514.9773,627517.9694,597996.8496,619976.3616,604191.692,580017.7572,628484.4219,576019.6924,597544.7887,620395.8658,624095.0278
0,0,2015Q3,514,8,1,576623.0856,594306.0485,620728.7431,584170.5234,590213.0994,592008.4064,583279.5034,575101.7661,612828.0452,580164.0464,624223.6476,601420.5245,610926.4885,602942.0661,571919.3539
0,4,2018Q4,515,7,1,579244.2322,609749.9952,621886.6592,574170.5494,606227.9118,602999.2766,627329.177,606695.6214,608469.3169,609988.0396,603378.1572,615921.4765,583523.8165,605551.4856,610872.5889
0,19,2018Q1,517,7,1,595386.9433,627742.8672,586178.16,626143.322,593695.3186,608997.3432,625248.7551,613862.5623,595098.3689,585752.7674,588464.6268,581038.2408,618589.2957,608405.0813,606406.9583
0,19,2016Q2,517,7,1,571657.3614,622730.1041,574853.4578,595377.3674,624777.8717,584023.484,609450.0082,611432.7685,571658.8521,580274.5664,603321.4153,578594.3525,606478.9201,611403.0947,619751.2526
0,19,2015Q2,517,7,1,595842.5219,628482.1141,609185.9909,621681.2005,597192.1704,622651.9595,582425.999,622130.7027,609835.8143,600337.7634,585622.2751,571241.5139,605613.1821,627631.4605,627658.1271
0,12,2015Q1,518,4,1,596195.2789,824485.2397,1716697.186,4701013.446,603413.6111,857100.8678,858793.2498,637504.4541,773396.903,529573.6873,849630.2847,661134.1301,687149.1894,639814.949,1677880.428
1,5,2020Q1,520,5,1,616216.5878,586520.8019,598751.2274,609160.3107,587506.025,587998.1176,607842.3406,606948.8839,626966.219,599494.0269,599718.1961,592488.2265,616475.3176,603369.0183,585669.8427
1,5,2018Q3,520,6,1,580673.2205,603788.9471,621703.4051,593522.7832,609542.1538,612928.3318,612638.7926,569641.9087,584425.5822,624047.7737,605281.9198,621763.6357,626039.5077,590889.6327,569253.8154
1,5,2017Q2,520,5,1,627520.7438,583603.4213,578541.3552,570277.168,597001.7506,576275.7609,570389.4679,590712.3833,570650.8161,626592.8258,612094.5405,590026.3758,586596.1865,621137.5274,581175.3183
1,5,2016Q3,520,5,1,611268.723,617572.2809,609579.9939,571480.202,603961.366,580951.038,595497.9227,622138.0114,609434.1142,572485.0363,612815.6529,626512.4404,579952.7492,576389.6035,606698.7505
1,5,2015Q3,520,6,1,600890.3605,594787.1822,618515.1945,576628.3532,569780.411,576000.4176,590510.5407,580265.9499,569470.4987,621694.4236,621639.4636,585368.5678,602549.2278,574421.1807,572352.1368
1,5,2020Q1,521,4,1,610511.7465,574277.36,605217.1626,606246.7596,610901.7894,590599.0077,626009.3106,623072.5144,576757.9377,571868.7002,605294.9934,610939.1913,588880.2052,623525.9302,594803.4262
1,5,2018Q1,521,5,1,620795.3356,581377.0897,613725.4501,604150.2248,603734.6408,600580.6395,585454.9694,604068.1349,570829.8016,590628.3646,612411.7731,626409.9625,624499.0733,617780.7658,595657.7935
0,12,2019Q2,523,4,1,593993.5819,608875.4053,617969.9722,630702.9447,611366.9286,607642.156,578508.7503,604521.9042,582794.5553,611155.6068,601427.2793,595704.65,581298.3442,581327.7415,588136.5883
0,12,2018Q2,523,4,1,605193.3176,616112.5197,580469.3358,586123.8939,577296.9426,592238.1358,627619.2018,617310.4074,624175.909,570514.6877,574034.1846,611766.5876,577443.3446,630054.6779,578499.5685
0,12,2017Q3,523,4,1,573570.1344,595079.9871,627961.4723,589905.4022,603228.2527,614588.6461,587104.6654,574422.4574,577027.603,618522.0565,610110.3424,601581.394,580867.3359,615685.2716,574810.67
0,18,2018Q2,525,6,1,621866.9315,572463.0082,595848.9818,596180.5927,623067.4177,606416.5721,592097.432,612171.1996,609399.9562,584572.73,575553.6705,583498.9491,603187.6908,610777.8808,615763.0703
0,18,2017Q4,525,7,1,615595.7902,615508.7567,644217.7372,624521.4467,581368.6748,604652.3,590004.0476,607685.2862,617908.2052,595516.3465,588668.5912,606333.058,625697.7072,606943.4833,606287.9115
0,18,2017Q2,525,6,1,608554.5304,630456.4815,591851.8636,605178.4368,577379.5237,574282.3498,625582.9537,605880.8355,580347.0157,617268.6466,620768.7094,588887.2872,621316.0561,628079.0798,618995.8881
0,18,2016Q2,525,6,1,608914.2434,626879.252,604321.1951,639742.8503,594040.615,609899.1249,575299.6201,611134.4217,575371.4527,574161.1382,576135.6575,625196.0022,621278.188,603524.738,621867.924
0,18,2015Q2,525,7,1,621912.2689,609486.4493,590282.2273,638413.9536,596305.7999,581435.1955,591819.1108,629404.4195,613990.2467,599340.4661,574072.9496,621217.2975,613413.3805,572110.5852,593699.5978
0,11,2020Q1,526,6,1,579503.2355,587192.4404,613350.4971,614454.0194,602854.8537,588271.7644,572717.2934,588927.2713,615033.5799,586119.2514,579526.3836,591135.557,586938.2082,574107.467,597529.7912
0,11,2020Q1,526,6,1,576655.8252,620531.8353,605605.8409,625274.2735,593140.9311,601937.8015,619947.7873,629573.8049,591173.082,580845.2069,618641.5778,595385.5823,597751.0544,576671.7762,587787.2634
1,5,2015Q3,527,8,1,591514.2524,611014.7994,612751.7566,576478.0547,588325.8251,607055.5278,569560.47,578185.6069,569810.9021,623863.6985,572063.3516,617101.2948,583733.9923,618149.4284,607116.8299
0,8,2019Q4,532,6,1,594800.2807,593617.8445,588051.2274,628939.1981,586067.4016,617474.3498,576608.8412,616028.2247,592889.6234,597355.9931,602272.4608,582534.6702,606997.8036,585282.9264,591566.6494
0,8,2016Q3,532,4,1,612406.8139,614813.8007,626820.709,598912.5117,600977.7106,617198.6209,571162.1187,604063.2872,568772.3285,579205.5545,623195.3349,622322.1537,613744.22,578186.7748,581442.6513
0,33,2017Q2,533,9,0,628341.9569,614071.9731,621330.6425,587189.1025,617438.5744,611077.0605,594442.0818,597108.0559,578602.3549,573643.1232,596891.0709,624406.5844,585024.1525,589110.6628,577543.2961
0,33,2015Q3,533,9,0,615584.9054,600413.5971,590367.92,577759.0982,583901.5212,609966.5714,590728.1127,591765.0903,624106.3808,590745.0363,618051.2946,586695.9423,582008.4874,602577.0396,625276.4646
1,5,2016Q2,536,9,0,585820.8261,572497.6182,624497.1332,600965.433,589717.2039,616496.6357,613986.1752,601175.7411,617530.8604,623884.7436,568681.3948,627800.2012,601795.5191,612210.1875,583920.8536
0,53,2019Q4,537,6,1,583650.7896,606582.8996,592256.1922,572636.6908,580366.5149,577903.3465,585803.6889,585131.4462,574446.9588,607793.2104,568910.8265,620618.7264,627237.8187,570572.2407,581720.8393
0,53,2018Q4,537,7,1,575537.7493,604780.7393,573667.3865,597101.0132,623446.2532,607260.2318,615507.9253,616060.6707,613584.8941,602582.738,601755.4838,603494.9804,577584.3605,594723.9312,606967.222
0,53,2017Q4,537,5,1,618174.6284,571996.4941,588915.2652,618263.8575,599949.7343,617858.5327,612624.95,613813.2221,573629.1405,614349.1552,601400.1465,613452.1007,627328.657,625348.9403,581469.5629
0,53,2016Q4,537,7,1,576904.7993,596496.9021,578103.3011,596769.8241,609067.6384,605563.8868,594800.5589,579728.8953,587359.7879,620243.377,574732.0907,592389.5447,603016.752,628161.3535,625802.5933
0,53,2015Q4,537,8,1,591824.6118,593549.8647,609010.225,586252.2231,586894.9579,615012.6071,603572.651,583847.7909,573548.4751,595318.5701,584644.4419,604889.4047,571296.5388,599499.917,593224.3122
0,18,2015Q4,539,17,0,596760.8564,628071.1541,618144.5993,589150.5704,572857.6297,601252.1288,617080.1999,614066.6548,611303.8905,614028.1502,606473.6608,582634.7048,611248.8649,609388.0003,595330.3961
0,18,2015Q3,539,17,0,600380.9387,623004.4173,604643.5172,581386.1292,571135.5716,571109.0498,580997.0543,619430.8639,607194.1145,622301.023,605542.9774,580109.7443,619457.2671,572177.4464,580789.4675
0,18,2015Q2,539,12,0,625806.6907,580508.5195,622324.4147,624422.4718,608450.1295,580755.2928,597743.5993,597857.6015,622990.1923,580450.7624,588069.2422,590410.3051,617505.258,618533.2368,622488.5894
0,18,2015Q1,539,10,0,590721.4136,610137.682,604828.2614,615192.4559,595698.7598,575342.3012,605502.9153,577028.7588,625684.5363,616346.8863,586778.0165,580759.3369,594871.3148,573300.9516,623936.6775
0,18,2019Q4,543,5,1,583046.0036,585289.7822,584114.2681,628516.494,623389.2571,635655.731,605460.235,580620.2644,615854.8453,592315.3397,612406.5101,573433.1607,604868.5157,616392.3985,581448.1613
0,18,2018Q3,543,4,1,581056.5736,593378.0203,624582.0308,599429.6423,627256.6273,593629.6989,583835.473,597096.7693,582829.7517,585355.4349,578188.4118,596325.0874,612584.8328,595981.0771,606271.2731
